Datetime,Close,High,Low,Open,Volume
2024-11-07 00:00:00+00:00,75364.3671875,75658.7109375,75162.4140625,75634.90625,0
2024-11-07 01:00:00+00:00,75395.3515625,76007.3984375,75284.21875,75376.484375,0
2024-11-07 02:00:00+00:00,75216.703125,75472.71875,75198.5546875,75426.3671875,0
2024-11-07 03:00:00+00:00,75094.0546875,75393.7890625,75058.796875,75304.9140625,0
2024-11-07 04:00:00+00:00,74733.78125,75086.9765625,74668.3984375,75086.9765625,0
2024-11-07 05:00:00+00:00,74786.578125,74916.4140625,74732.546875,74775.4140625,0
2024-11-07 06:00:00+00:00,74781.265625,74826.6484375,74494.9375,74797.421875,0
2024-11-07 07:00:00+00:00,74823.671875,74964.2734375,74763.2265625,74798.3359375,0
2024-11-07 08:00:00+00:00,75120.1484375,75142.53125,74728.875,74800.421875,0
2024-11-07 09:00:00+00:00,74976.78125,75174.6015625,74909.8203125,75137.8125,0
2024-11-07 10:00:00+00:00,74993.046875,75022.5703125,74795.265625,74945.140625,0
2024-11-07 11:00:00+00:00,74764.4921875,75029.3203125,74742.0,75020.71875,0
2024-11-07 12:00:00+00:00,75005.4375,75130.9765625,74767.0625,74767.0625,0
2024-11-07 13:00:00+00:00,74687.21875,75048.4453125,74657.2421875,75025.8359375,0
2024-11-07 14:00:00+00:00,74856.1796875,74994.90625,74630.1484375,74700.2265625,0
2024-11-07 15:00:00+00:00,75996.96875,75996.96875,74770.1484375,74870.1875,0
2024-11-07 16:00:00+00:00,75991.2421875,76227.578125,75653.2890625,76103.8515625,531886080
2024-11-07 17:00:00+00:00,76416.4140625,76463.7109375,75888.4921875,75989.734375,761528320
2024-11-07 18:00:00+00:00,76615.9375,76658.1015625,75930.5703125,76337.4765625,988246016
2024-11-07 19:00:00+00:00,76547.3203125,76661.5234375,76055.34375,76661.5234375,0
2024-11-07 20:00:00+00:00,76585.3203125,76902.140625,76409.203125,76560.234375,0
2024-11-07 21:00:00+00:00,75953.7265625,76661.3515625,75953.7265625,76595.7890625,0
2024-11-07 22:00:00+00:00,75863.4453125,75954.3984375,75538.2421875,75949.375,0
2024-11-07 23:00:00+00:00,75958.2890625,76109.28125,75787.140625,75870.09375,261095424
2024-11-08 00:00:00+00:00,76078.265625,76366.6640625,75900.03125,75900.03125,292634624
2024-11-08 01:00:00+00:00,76024.6875,76369.4921875,75913.2890625,76068.28125,0
2024-11-08 02:00:00+00:00,75751.3984375,76047.3203125,75726.6875,76047.3203125,0
2024-11-08 03:00:00+00:00,75933.5078125,75942.0703125,75687.859375,75751.7265625,0
2024-11-08 04:00:00+00:00,75899.484375,76067.265625,75899.484375,75940.5703125,0
2024-11-08 05:00:00+00:00,76027.515625,76196.8671875,75899.421875,75900.8984375,14295040
2024-11-08 06:00:00+00:00,75911.3203125,76045.5078125,75893.40625,76031.734375,0
2024-11-08 07:00:00+00:00,76244.875,76311.1015625,75762.546875,75927.5703125,1211629568
2024-11-08 08:00:00+00:00,75888.546875,76262.4609375,75842.6796875,76262.4609375,0
2024-11-08 09:00:00+00:00,76065.3125,76119.734375,75864.6796875,75878.625,125771776
2024-11-08 10:00:00+00:00,76345.453125,76345.453125,75873.625,76021.1328125,0
